temperature,humidity,wind_speed,traffic_density,industrial_activity,AQI
25.42,54.59,15.4,4.0,7.81,46.92
34.94,43.13,13.47,2.0,47.3,127.44
26.89,46.73,10.7,1.0,66.04,159.69
13.75,70.66,10.03,4.0,29.29,65.87
28.54,53.28,8.18,2.0,,136.03
16.86,42.71,11.17,10.0,30.17,107.46
34.85,66.69,9.37,9.0,-4.16,127.5
19.24,77.25,10.57,4.0,33.99,99.37
45.79,68.05,7.78,3.0,28.73,110.77
35.27,23.2,6.39,7.0,65.5,164.27
19.42,43.28,10.08,3.0,59.61,130.72
25.14,60.71,10.01,10.0,29.16,157.4
30.28,56.34,8.21,8.0,75.85,212.21
30.49,55.09,7.7,5.0,64.5,172.62
28.1,45.26,11.68,4.0,44.87,116.4
33.77,38.92,11.36,1.0,56.6,123.81
24.14,90.12,15.63,5.0,31.09,128.41
22.43,60.41,14.14,9.0,0.76,72.94
22.57,69.63,,8.0,51.82,199.44
31.01,60.09,9.43,4.0,22.72,58.85
27.56,60.7,5.91,9.0,45.46,143.19
27.04,59.07,4.48,7.0,58.22,174.01
30.57,43.19,16.59,2.0,11.13,42.92
,37.28,14.44,7.0,54.13,100.24
27.17,65.79,8.11,4.0,66.53,160.94
26.53,62.82,13.73,5.0,8.42,113.23
36.68,74.07,14.18,1.0,64.11,152.49
14.3,71.03,4.24,4.0,87.98,186.91
35.9,47.87,12.55,2.0,44.9,138.84
25.53,76.99,8.53,9.0,64.81,171.25
,71.48,11.15,8.0,29.91,123.94
36.73,70.36,19.03,3.0,68.4,128.04
28.93,93.74,14.76,7.0,60.2,167.06
27.8,90.66,9.62,7.0,54.36,177.93
26.7,70.35,14.27,6.0,53.22,113.42
21.62,68.48,,3.0,57.89,163.85
24.8,76.22,11.51,9.0,48.72,167.17
19.99,51.24,11.58,9.0,30.54,54.79
24.69,51.45,12.12,6.0,47.04,107.26
8.65,70.1,8.47,3.0,49.05,200.08
28.0,47.15,11.15,4.0,,89.45
24.15,68.89,12.57,5.0,47.79,165.4
22.65,62.35,3.03,9.0,48.76,160.31
26.54,47.16,9.05,3.0,39.59,105.71
14.97,60.39,7.29,9.0,57.05,177.1
38.5,79.58,11.99,5.0,61.79,205.77
24.28,61.24,14.13,6.0,36.73,90.52
23.98,61.3,8.16,2.0,52.98,115.18
18.24,64.93,6.73,2.0,68.18,130.91
25.17,66.89,10.35,2.0,29.79,90.71
34.71,55.04,6.54,7.0,16.74,137.04
32.25,65.25,9.32,6.0,31.18,127.11
30.98,44.26,9.0,7.0,60.54,176.5
28.82,48.01,11.74,3.0,40.87,84.42
22.49,49.93,10.95,4.0,25.23,65.53
14.85,67.05,10.48,6.0,75.39,435.82
23.59,62.4,14.91,3.0,26.39,99.92
23.35,57.98,10.81,1.0,46.59,118.26
32.34,70.36,8.75,6.0,64.73,192.77
27.17,65.68,9.11,10.0,63.4,181.1
36.29,55.65,7.71,10.0,58.35,177.13
33.38,44.47,6.94,2.0,36.64,131.55
21.8,47.7,5.83,7.0,61.16,178.69
12.43,38.0,13.4,5.0,50.3,38.33
34.7,62.11,7.85,1.0,58.13,154.79
34.52,47.07,10.95,9.0,77.41,191.71
15.44,52.57,9.1,2.0,26.13,152.68
35.56,58.09,9.91,2.0,57.7,145.05
27.67,75.66,13.46,10.0,52.84,99.61
26.12,73.93,10.53,10.0,68.89,215.63
36.3,59.18,7.23,4.0,85.57,164.23
34.41,78.98,8.31,2.0,84.94,216.08
29.56,29.81,12.58,10.0,66.7,147.86
28.31,88.16,11.45,6.0,38.03,148.65
29.31,70.39,12.77,5.0,41.55,76.55
22.2,61.54,9.28,10.0,64.43,153.71
24.61,46.63,5.81,10.0,24.27,68.19
18.68,53.43,11.52,3.0,45.33,123.24
22.67,69.14,,2.0,35.24,93.88
22.43,69.48,10.84,6.0,26.47,57.34
20.55,70.03,5.85,2.0,54.96,170.8
25.96,49.07,8.08,4.0,65.79,117.67
22.73,46.05,7.18,5.0,62.01,146.45
28.52,62.93,11.2,8.0,52.36,316.95
13.64,71.55,11.3,1.0,42.95,140.1
24.21,60.05,9.87,7.0,39.51,144.1
25.92,82.22,12.9,6.0,67.43,177.66
22.83,60.5,14.47,3.0,39.77,102.82
23.79,59.99,11.06,10.0,39.2,112.89
13.9,70.06,12.01,10.0,58.22,118.17
27.5,78.29,8.38,10.0,30.38,123.3
29.53,39.76,7.82,1.0,51.7,132.21
28.45,43.23,13.03,2.0,39.42,143.89
32.27,55.3,7.38,1.0,36.57,131.66
26.41,107.38,12.09,3.0,45.0,180.1
28.35,56.08,15.16,1.0,65.09,130.05
26.09,58.17,11.96,10.0,53.54,152.58
29.81,69.28,9.76,5.0,55.86,99.25
13.96,74.65,5.98,10.0,65.18,157.59
18.74,62.55,10.49,6.0,62.47,164.79
36.11,77.47,13.03,1.0,46.43,156.01
7.78,42.09,9.46,1.0,61.13,100.63
24.02,48.51,13.06,4.0,46.63,75.19
33.21,77.44,11.1,4.0,58.76,159.18
24.35,60.16,10.87,8.0,70.83,150.49
22.16,41.06,9.05,10.0,60.41,160.05
25.91,40.16,5.63,7.0,25.07,113.92
22.53,47.84,8.72,7.0,40.06,151.26
25.22,60.03,8.7,9.0,62.95,185.86
20.22,67.01,11.73,8.0,6.9,71.99
32.76,55.06,9.95,3.0,56.47,146.85
34.96,65.77,13.25,4.0,55.35,191.87
24.07,53.44,10.84,8.0,104.55,188.14
15.29,78.36,8.49,5.0,58.65,160.42
21.33,98.28,7.56,5.0,47.83,166.26
23.71,54.11,8.19,8.0,73.27,164.58
28.54,67.2,10.48,8.0,43.11,112.42
17.94,65.98,8.88,6.0,50.85,169.42
19.62,62.08,6.77,9.0,51.78,122.32
28.57,69.8,13.02,4.0,62.0,194.98
31.57,67.18,10.46,10.0,31.53,164.93
20.65,52.93,10.82,1.0,66.67,140.92
15.67,79.75,7.53,10.0,39.49,141.72
47.99,63.02,6.88,2.0,91.19,186.47
30.48,54.23,9.51,1.0,19.74,86.41
23.13,96.65,3.92,4.0,34.85,182.71
31.08,58.26,12.34,9.0,9.41,62.88
24.13,63.82,7.89,6.0,109.3,253.19
31.07,62.63,9.2,6.0,25.46,133.54
26.12,58.05,11.28,6.0,65.2,248.94
25.64,66.73,9.33,1.0,64.54,170.47
24.2,47.33,6.49,1.0,31.88,73.79
14.87,68.95,14.52,3.0,65.46,133.45
38.57,33.62,5.4,5.0,28.62,154.03
,40.53,3.29,2.0,33.73,127.88
15.48,87.39,12.62,1.0,18.76,106.2
23.51,41.16,5.62,9.0,63.39,146.9
18.27,30.6,13.76,1.0,10.82,29.36
24.64,41.53,11.13,4.0,57.87,116.91
29.81,,10.85,9.0,47.53,136.68
31.97,33.12,8.29,10.0,84.86,182.47
30.7,45.66,7.52,2.0,50.65,148.02
22.86,38.13,8.87,10.0,66.96,133.06
25.35,55.89,7.37,3.0,60.23,153.17
27.86,53.46,13.62,4.0,47.94,92.64
12.7,52.79,7.77,2.0,72.3,294.51
28.99,87.84,11.52,2.0,57.6,136.02
14.8,42.01,13.02,6.0,67.97,115.96
39.28,58.47,7.36,10.0,31.44,129.11
22.17,65.08,11.13,5.0,60.57,156.02
23.71,45.3,7.32,5.0,66.04,125.4
19.61,67.3,9.48,9.0,28.22,120.88
20.59,54.0,8.62,7.0,48.52,99.21
40.92,65.61,7.91,9.0,15.23,117.12
31.58,58.38,10.47,1.0,18.26,136.85
14.16,29.24,6.36,2.0,48.8,85.25
35.53,79.59,12.79,5.0,86.0,158.15
33.35,91.06,6.76,10.0,87.55,247.18
23.03,57.35,6.2,7.0,43.9,134.39
27.15,,9.24,8.0,30.97,294.64
24.9,82.59,8.88,7.0,68.54,208.17
38.81,88.36,11.07,9.0,9.93,94.76
19.43,57.47,10.25,3.0,41.94,88.67
26.02,56.72,5.12,5.0,35.04,130.02
22.0,58.8,12.96,6.0,48.27,140.45
14.97,34.88,9.17,10.0,77.51,147.31
40.34,55.63,10.72,7.0,-1.77,64.47
16.73,85.72,16.61,7.0,56.21,145.43
26.54,57.47,13.86,4.0,56.86,140.26
12.82,44.4,10.63,1.0,48.78,57.3
22.21,67.45,5.88,8.0,55.83,127.49
27.95,49.99,5.93,10.0,60.29,146.89
19.23,59.0,13.49,1.0,53.17,126.62
29.11,40.97,8.79,1.0,9.3,108.93
23.12,44.45,9.49,9.0,32.22,90.68
33.12,71.06,6.56,10.0,81.95,203.97
34.53,61.74,11.34,10.0,26.66,89.89
20.89,48.36,13.42,3.0,51.61,117.96
25.54,61.79,14.57,9.0,35.57,74.6
26.28,50.89,8.66,10.0,61.9,142.88
29.34,48.24,11.93,10.0,45.95,90.12
25.1,,9.71,1.0,63.09,98.63
26.33,71.74,12.64,7.0,57.66,209.01
23.3,59.68,9.99,5.0,42.2,132.16
25.81,62.17,7.53,4.0,5.42,93.04
34.09,,13.96,5.0,32.67,120.02
29.52,67.31,10.3,1.0,25.87,130.63
29.91,,8.95,10.0,25.72,98.53
30.06,72.94,10.53,7.0,60.07,174.79
23.92,65.3,7.79,2.0,90.49,168.21
27.23,56.05,11.25,9.0,0.7,55.42
17.4,52.68,9.41,5.0,19.87,34.85
33.88,72.62,7.62,5.0,54.64,157.32
5.52,57.74,17.13,3.0,44.93,66.26
24.39,49.52,6.98,10.0,59.07,136.14
32.99,54.23,11.06,2.0,49.06,135.14
15.45,71.54,10.17,8.0,76.35,171.85
27.8,35.84,6.92,9.0,61.41,156.64
20.23,54.67,8.99,3.0,67.54,121.47
22.42,76.06,5.97,8.0,70.36,185.16
31.62,57.48,16.2,6.0,26.15,254.47
26.39,64.09,9.2,9.0,61.74,145.24
10.76,76.3,9.45,10.0,62.86,144.23
18.17,73.38,15.84,4.0,43.17,78.44
31.83,53.4,7.53,3.0,43.04,104.03
28.14,58.04,13.88,7.0,43.6,121.12
37.24,73.57,11.78,1.0,32.41,85.74
36.78,74.09,4.06,3.0,22.39,101.33
22.6,58.68,8.89,7.0,92.91,210.74
42.52,59.2,11.31,7.0,71.6,195.63
25.17,64.02,10.11,9.0,50.52,151.66
18.26,80.5,10.11,10.0,20.65,146.11
20.56,76.01,8.18,9.0,60.92,190.67
9.2,70.4,7.86,7.0,42.72,115.36
36.25,43.82,9.07,3.0,46.87,158.56
36.16,55.88,15.88,3.0,94.96,204.0
17.89,56.67,7.28,5.0,87.96,166.43
23.4,81.28,8.55,9.0,2.7,92.39
25.67,56.42,10.09,1.0,57.31,103.82
18.28,78.8,5.61,1.0,53.31,138.83
12.71,51.44,11.3,9.0,57.1,76.45
23.53,52.64,6.14,7.0,38.84,95.34
22.75,67.22,6.74,4.0,50.06,150.9
22.28,83.52,6.59,1.0,28.12,87.02
26.56,56.82,5.08,6.0,70.75,150.36
35.01,21.56,13.8,9.0,70.14,128.11
22.88,36.54,11.56,6.0,82.82,129.37
26.19,64.47,12.77,5.0,34.53,125.46
30.09,37.88,12.49,1.0,55.39,127.09
28.88,47.02,9.5,9.0,90.87,154.6
20.7,60.19,9.91,9.0,36.49,93.41
25.67,23.26,13.04,1.0,29.81,47.09
28.83,54.3,14.92,4.0,56.01,93.24
17.1,42.53,6.23,1.0,73.3,171.5
33.84,37.51,17.56,10.0,36.66,64.97
35.02,47.97,6.05,4.0,88.66,195.54
19.94,43.96,8.61,7.0,31.68,45.1
,67.04,10.22,8.0,63.16,126.76
29.5,77.95,10.5,3.0,36.47,87.96
21.18,54.53,15.89,3.0,40.68,48.98
28.37,51.06,13.04,10.0,66.45,120.11
26.14,53.79,11.24,5.0,45.82,113.16
14.72,43.38,13.11,6.0,19.62,87.61
28.21,40.67,11.04,3.0,34.03,70.52
17.3,35.32,7.97,6.0,64.43,116.74
31.57,40.06,11.46,10.0,57.95,126.19
20.3,84.48,10.2,7.0,64.51,138.64
23.87,49.64,7.47,6.0,37.95,98.08
34.61,15.88,13.79,6.0,28.8,100.2
28.47,51.19,9.84,2.0,33.62,311.56
17.44,,6.64,4.0,34.99,129.13
17.9,60.89,7.11,1.0,49.06,112.63
20.8,59.27,11.6,10.0,26.32,69.7
27.76,60.84,13.15,5.0,71.31,164.58
27.51,59.39,11.44,10.0,60.31,165.97
19.1,54.41,11.46,3.0,32.71,65.05
16.83,38.16,7.57,3.0,46.03,97.3
26.97,58.88,10.28,4.0,32.27,89.07
23.73,75.28,9.01,9.0,47.01,98.37
40.1,87.21,9.42,6.0,33.3,98.55
25.26,56.43,9.66,10.0,92.85,171.08
37.7,58.06,8.02,8.0,18.18,119.08
16.81,67.51,12.25,5.0,24.61,98.62
13.99,82.4,6.97,6.0,45.24,107.31
17.16,52.71,6.1,3.0,51.87,83.83
33.32,70.39,7.64,7.0,52.0,119.49
37.29,47.66,12.65,9.0,68.36,111.34
19.52,64.95,11.02,9.0,58.85,107.98
21.78,74.56,,7.0,31.57,66.94
16.82,,11.79,3.0,71.24,50.13
12.32,52.12,9.85,5.0,62.57,50.84
30.03,74.32,8.75,10.0,77.74,138.33
26.56,69.24,9.27,9.0,51.03,161.61
25.07,75.54,6.0,9.0,71.8,262.3
15.2,72.73,10.52,3.0,-4.45,93.67
36.48,54.88,6.2,5.0,40.29,120.09
,92.99,,1.0,31.75,94.17
28.74,62.05,8.95,7.0,64.04,130.89
14.82,14.16,12.31,2.0,35.21,38.86
23.67,55.76,10.12,10.0,69.51,192.62
27.04,52.96,12.12,10.0,65.75,105.99
27.29,71.93,6.41,6.0,37.85,119.99
26.08,53.23,9.68,10.0,54.78,124.41
28.46,76.48,11.59,6.0,45.71,119.68
17.09,68.37,13.73,7.0,52.33,61.06
26.38,45.0,6.58,3.0,64.99,118.07
25.8,57.89,7.48,8.0,43.48,79.54
,48.37,11.52,5.0,16.88,113.26
25.51,62.77,14.83,10.0,61.91,279.55
16.09,48.28,10.86,4.0,71.45,147.39
15.78,61.12,6.67,9.0,16.01,54.47
9.5,55.92,6.73,9.0,49.27,99.28
30.72,57.72,10.4,2.0,31.37,134.96
30.79,90.76,11.07,1.0,72.54,189.55
30.9,54.59,9.34,3.0,73.65,150.69
27.15,30.98,6.76,10.0,33.81,114.89
10.07,75.24,13.3,8.0,23.69,125.59
17.81,75.12,8.95,4.0,54.89,165.15
26.19,30.32,11.58,5.0,27.82,78.61
25.95,49.49,,5.0,67.16,166.38
23.44,66.54,13.6,2.0,47.38,90.46
27.58,67.86,7.95,1.0,82.11,165.37
25.08,59.93,14.03,8.0,83.0,164.93
25.85,60.27,11.84,10.0,81.04,162.55
20.53,45.92,5.71,5.0,58.06,128.36
31.87,24.0,10.74,2.0,,48.24
21.98,90.74,14.97,7.0,20.34,19.48
15.69,45.47,8.21,2.0,61.89,122.83
19.6,62.65,14.97,6.0,63.39,117.73
22.56,57.62,11.16,9.0,55.24,119.09
31.96,73.46,14.02,4.0,23.42,135.65
24.7,61.72,10.48,5.0,34.05,97.96
23.7,62.3,9.63,1.0,51.67,87.66
16.26,20.49,15.51,1.0,37.74,49.21
30.5,47.5,12.16,9.0,34.48,84.46
20.44,71.17,9.29,5.0,30.67,120.59
24.3,69.82,11.27,3.0,47.29,92.82
35.36,45.73,8.31,2.0,45.85,77.36
28.56,36.33,10.32,10.0,33.47,61.76
13.6,61.9,13.59,7.0,50.21,53.57
12.61,16.4,9.51,4.0,54.99,56.0
24.55,42.77,7.38,3.0,57.06,145.2
16.51,86.4,7.1,2.0,30.85,85.95
29.54,81.68,10.22,10.0,43.86,96.06
25.3,67.31,7.58,10.0,50.32,115.78
26.16,64.61,5.7,4.0,52.5,131.09
20.05,30.75,6.4,9.0,23.3,39.85
37.19,48.89,13.53,10.0,43.18,98.04
44.9,,9.57,7.0,61.85,143.5
23.05,49.21,10.17,1.0,38.12,74.78
27.47,54.75,7.1,3.0,57.11,115.84
25.68,79.49,8.26,,50.29,174.32
23.18,51.87,8.16,7.0,40.8,98.84
19.18,54.89,9.17,5.0,75.23,113.69
17.41,71.09,5.02,9.0,43.95,141.25
17.05,38.71,,7.0,45.79,70.17
27.84,47.4,9.95,1.0,40.3,80.89
21.36,48.93,10.61,6.0,,158.14
6.95,60.83,12.74,2.0,77.81,153.18
28.11,54.83,12.51,6.0,72.94,100.69
24.73,55.3,8.27,3.0,67.39,169.31
34.43,50.03,11.81,2.0,32.32,70.38
27.61,43.94,11.78,3.0,41.0,73.07
14.65,69.14,10.95,10.0,34.59,67.01
9.39,54.93,13.18,4.0,70.61,126.59
19.96,69.29,12.4,1.0,96.71,123.99
20.62,43.33,12.18,4.0,63.59,111.96
31.6,50.02,14.1,6.0,83.52,177.52
,56.68,10.09,5.0,59.15,106.44
32.94,58.08,10.17,5.0,56.34,144.23
15.73,71.32,12.46,9.0,38.4,95.96
31.76,53.54,9.46,9.0,62.26,92.73
30.05,71.2,11.44,9.0,68.26,147.96
10.87,65.62,8.32,7.0,71.07,130.26
34.26,58.4,3.16,10.0,52.07,159.75
25.65,45.73,11.79,9.0,53.96,90.11
27.74,71.35,5.35,8.0,48.78,143.95
18.95,46.1,7.9,8.0,38.71,56.63
33.93,59.68,12.46,5.0,67.62,138.06
16.7,59.19,12.5,9.0,12.09,49.03
30.82,56.89,13.53,8.0,16.55,54.68
30.74,54.16,3.94,7.0,39.06,107.75
18.18,47.67,10.89,8.0,24.53,50.16
38.88,35.75,9.23,9.0,71.72,131.67
26.62,81.06,12.96,7.0,41.15,103.2
29.58,52.62,14.43,9.0,67.54,93.82
14.31,58.08,6.07,8.0,76.1,110.38
39.82,57.99,10.05,2.0,51.23,96.83
16.43,76.43,12.5,3.0,56.54,103.66
32.17,89.0,,6.0,74.53,95.37
18.04,62.4,15.24,6.0,69.98,115.49
20.67,,8.8,7.0,8.58,105.32
30.52,43.15,9.1,2.0,41.76,96.1
32.19,38.35,6.78,1.0,60.25,99.66
16.1,33.39,10.46,5.0,54.31,56.81
32.63,48.06,0.95,2.0,30.15,47.29
32.31,28.64,9.26,9.0,15.85,65.28
18.43,76.18,13.81,3.0,62.22,126.58
36.19,66.35,5.81,2.0,33.13,69.22
14.8,56.23,5.15,7.0,47.31,127.58
20.63,76.64,13.35,6.0,52.89,132.09
28.35,43.93,13.76,8.0,46.74,64.17
19.03,47.7,5.93,9.0,31.36,71.47
26.85,30.99,15.2,3.0,48.35,65.26
26.69,71.62,11.3,8.0,39.11,114.43
23.69,47.84,13.15,4.0,83.12,96.23
30.83,60.24,7.62,2.0,54.27,127.12
23.4,75.04,,4.0,101.33,169.52
26.62,80.56,9.2,4.0,23.63,115.1
33.03,59.56,9.06,8.0,43.98,124.66
30.53,65.76,11.45,10.0,43.91,107.73
30.5,46.44,8.82,8.0,34.46,102.96
16.96,85.25,5.44,7.0,42.98,85.68
28.67,57.51,10.4,4.0,40.4,76.95
18.85,61.2,9.05,2.0,30.43,45.74
16.03,53.9,7.7,1.0,85.89,121.5
24.5,77.99,13.72,2.0,48.33,86.31
,62.99,17.18,2.0,68.54,68.89
30.53,71.41,7.24,3.0,69.8,168.04
30.7,65.31,10.59,,78.56,171.02
11.68,56.69,8.8,5.0,30.35,50.2
19.2,73.94,16.87,1.0,75.33,60.5
14.78,65.18,11.48,5.0,48.52,79.29
21.76,45.59,12.78,7.0,90.71,132.44
28.19,45.16,13.55,1.0,60.5,121.4
23.3,62.23,10.39,4.0,26.94,53.99
20.87,73.61,9.44,2.0,75.16,163.04
34.1,84.59,14.56,8.0,73.19,138.64
8.87,33.34,12.33,2.0,24.16,34.42
33.66,60.38,7.46,1.0,64.9,145.62
21.19,67.34,7.83,2.0,82.07,160.24
24.45,64.44,8.83,10.0,59.58,101.66
21.31,75.14,13.48,4.0,30.52,65.44
35.8,69.83,14.42,5.0,70.21,145.21
16.38,45.22,16.46,2.0,63.31,36.63
25.08,44.78,7.87,4.0,45.39,102.62
28.69,64.69,10.42,7.0,40.8,65.07
13.72,74.86,8.8,5.0,63.22,90.37
18.56,62.15,9.45,8.0,31.79,64.7
23.96,36.33,12.79,10.0,54.04,64.92
18.79,44.29,9.86,9.0,73.97,121.77
19.29,70.37,13.95,1.0,80.4,133.77
22.55,54.77,8.45,1.0,39.49,77.55
29.55,61.77,12.22,3.0,18.27,28.28
22.6,75.98,8.67,8.0,35.86,130.16
32.55,41.97,4.49,1.0,66.33,117.37
18.02,53.79,6.94,10.0,35.18,106.28
16.24,52.16,10.37,2.0,71.65,49.69
38.48,65.33,,1.0,35.14,85.29
20.39,71.59,8.62,1.0,38.85,73.14
15.82,,9.49,9.0,46.54,92.55
12.81,59.92,11.47,10.0,68.89,161.53
32.53,73.04,8.2,1.0,18.33,42.12
22.61,32.18,8.55,4.0,55.6,101.06
23.22,59.03,10.22,7.0,55.24,88.99
23.89,41.76,8.69,5.0,30.17,10.22
32.09,50.38,4.65,10.0,57.12,146.22
23.74,22.42,8.05,5.0,46.4,107.49
41.41,80.89,11.84,7.0,27.38,148.45
25.94,54.66,11.94,6.0,48.52,94.41
32.43,,14.01,6.0,29.15,18.79
30.64,64.92,13.77,8.0,37.19,77.74
24.74,44.37,7.3,10.0,67.6,116.17
20.89,42.94,7.76,9.0,43.76,108.57
27.32,,7.9,2.0,67.19,140.33
28.57,87.13,9.54,10.0,46.86,75.31
20.99,51.12,8.13,4.0,30.75,78.74
26.16,76.01,9.48,10.0,59.6,133.84
33.65,65.34,7.38,9.0,61.2,156.0
39.49,38.79,12.35,10.0,25.39,62.23
30.98,46.08,7.16,1.0,72.71,134.76
38.04,83.27,7.01,10.0,80.42,180.1
20.59,38.6,11.56,8.0,62.53,96.68
29.91,,12.17,1.0,51.55,96.74
34.37,51.43,9.32,4.0,90.23,155.04
18.73,83.71,12.61,9.0,60.78,120.57
21.6,55.42,12.39,4.0,53.94,98.05
37.17,72.0,,5.0,84.0,114.27
18.17,80.93,12.2,9.0,82.05,185.67
15.61,80.85,15.12,8.0,21.22,67.05
35.7,51.23,10.19,1.0,39.92,94.12
33.38,47.14,14.2,3.0,61.71,90.31
28.02,58.78,14.26,4.0,74.55,129.94
24.68,40.49,9.57,3.0,26.69,-12.16
21.93,63.59,7.93,9.0,68.16,127.05
26.97,47.69,8.46,6.0,41.91,59.1
36.06,76.24,11.25,3.0,64.35,119.6
26.67,51.45,6.55,8.0,38.66,110.72
40.17,33.87,8.64,9.0,3.34,-10.64
18.71,81.01,13.59,10.0,14.58,78.89
24.86,62.75,12.0,4.0,27.48,71.45
22.39,60.44,2.94,5.0,38.17,126.06
17.4,76.42,6.0,3.0,49.86,57.55
23.93,73.07,16.48,5.0,39.65,89.14
27.92,48.57,13.54,2.0,49.05,76.44
28.67,53.25,8.25,2.0,40.07,74.98
40.19,43.31,5.53,5.0,49.91,135.51
28.25,38.03,6.25,7.0,68.61,59.03
33.05,68.68,11.53,,49.7,304.21
25.46,65.88,15.93,3.0,60.82,119.89
36.75,71.41,15.74,1.0,64.29,68.46
41.79,79.22,5.27,8.0,46.84,148.41
28.72,71.62,9.11,2.0,14.18,64.54
18.05,72.95,7.43,6.0,55.05,60.14
21.16,28.83,10.41,6.0,36.52,71.63
26.97,55.4,6.01,9.0,67.25,105.26
28.2,74.47,8.36,6.0,77.31,187.64
29.89,42.48,7.4,10.0,44.85,101.04
28.22,61.38,11.57,6.0,53.28,104.46
25.05,67.79,8.46,1.0,63.36,139.13
20.55,66.64,8.89,7.0,33.74,101.32
27.81,65.53,11.53,6.0,50.18,47.23
37.98,68.98,14.93,8.0,19.05,17.76
32.14,62.71,16.35,1.0,70.89,100.31
28.74,38.06,11.37,8.0,83.72,92.02
32.21,67.6,9.73,8.0,52.0,152.13
22.4,64.27,13.95,1.0,34.96,32.74
21.44,38.25,13.5,7.0,55.23,72.09
19.77,80.7,12.65,7.0,24.5,83.5
24.12,68.01,5.26,7.0,41.28,161.84
22.05,39.29,13.62,3.0,41.64,75.63
33.46,47.74,11.07,3.0,39.57,49.55
21.67,51.54,7.32,8.0,54.38,225.2
19.38,51.53,7.98,8.0,58.68,116.99
38.6,64.4,11.75,8.0,50.29,119.7
21.84,45.35,2.47,3.0,68.02,89.44
26.07,76.92,9.62,4.0,57.81,166.36
28.16,75.69,,2.0,40.12,63.2
17.04,69.29,7.73,3.0,47.84,109.48
33.65,60.66,8.63,5.0,48.38,75.65
29.46,74.06,5.56,3.0,42.34,113.31
35.91,55.86,13.16,4.0,60.19,92.42
20.25,49.13,3.62,7.0,7.37,7.33
25.69,77.85,10.51,3.0,50.64,40.61
25.28,64.76,7.46,1.0,56.19,124.3
26.85,49.74,15.95,1.0,61.98,61.96
14.82,53.73,10.07,4.0,72.17,106.96
25.78,48.95,3.63,1.0,47.19,130.89
15.01,90.33,11.64,6.0,66.64,143.85
27.51,60.06,6.72,4.0,62.21,40.77
10.1,62.37,12.95,5.0,55.28,49.32
12.04,70.82,11.85,6.0,22.17,3.99
30.73,41.77,14.42,2.0,71.81,68.14
21.17,76.45,10.56,1.0,51.93,88.94
18.08,50.88,12.46,10.0,44.96,134.03
33.9,87.45,10.13,2.0,26.86,109.51
27.29,55.31,8.23,6.0,1.12,36.89
31.1,75.56,13.2,10.0,88.05,166.48
23.84,22.55,6.31,9.0,56.14,88.61
43.76,42.37,9.89,8.0,27.86,17.41
20.77,55.6,8.29,10.0,24.79,24.7
37.21,29.54,12.53,1.0,44.43,60.75
24.57,69.01,7.16,5.0,66.16,123.75
13.42,64.69,8.77,7.0,62.62,113.77
28.38,45.14,10.13,8.0,63.64,138.56
27.2,59.76,14.46,7.0,32.25,40.25
17.64,72.1,8.4,1.0,46.42,77.2
18.54,28.45,8.8,4.0,52.54,65.35
24.83,40.9,5.96,4.0,48.87,34.46
27.45,54.97,7.05,9.0,60.92,75.04
7.71,60.36,11.24,6.0,81.47,148.63
32.37,59.12,10.1,6.0,54.21,90.68
21.54,73.34,10.14,5.0,38.3,68.61
15.68,67.16,15.22,5.0,20.94,41.88
31.59,70.45,4.98,9.0,53.52,82.08
24.83,39.15,16.95,2.0,36.81,21.02
33.51,62.17,13.53,10.0,58.57,89.87
28.07,55.39,9.02,5.0,57.29,105.54
24.99,81.93,11.17,1.0,81.27,85.04
23.93,62.62,7.95,5.0,54.28,78.52
28.38,49.96,10.96,4.0,59.11,75.95
22.11,72.79,16.45,4.0,36.89,48.8
19.03,68.45,8.06,4.0,21.36,81.84
29.27,47.68,9.3,3.0,71.49,84.83
23.99,54.77,7.73,6.0,74.13,195.87
25.23,55.03,8.21,3.0,43.38,93.0
32.63,78.41,8.79,6.0,11.32,49.67
24.2,63.05,6.72,6.0,77.22,148.0
25.11,70.9,9.21,10.0,73.76,153.94
20.8,52.6,10.16,2.0,47.66,60.14
28.02,65.02,8.79,9.0,71.38,157.6
27.45,79.55,3.1,10.0,49.18,103.87
31.31,54.58,9.54,8.0,54.34,110.69
20.95,,9.86,7.0,17.48,42.28
21.8,39.55,15.69,9.0,74.44,95.16
30.54,48.52,10.08,8.0,14.94,42.94
26.77,54.98,12.81,9.0,84.43,125.78
18.66,44.09,8.72,8.0,86.46,170.53
34.15,79.83,13.89,3.0,-1.09,15.18
13.11,47.43,7.17,10.0,81.14,100.32
30.49,71.8,11.51,1.0,45.22,80.81
16.14,62.8,12.52,6.0,58.44,119.55
38.2,60.46,12.08,3.0,21.79,50.12
14.19,82.29,16.49,3.0,43.55,67.4
33.07,26.09,8.25,6.0,26.38,20.64
24.43,57.06,14.24,10.0,34.21,45.32
22.43,43.79,13.47,9.0,74.44,123.54
26.3,30.58,10.15,5.0,69.98,82.47
29.42,42.08,15.52,1.0,66.41,78.79
18.67,60.26,9.56,10.0,39.22,56.77
19.29,49.12,10.07,7.0,36.19,74.27
29.55,73.45,9.98,9.0,17.01,92.7
13.05,56.79,6.18,10.0,63.56,83.84
20.91,55.13,12.28,2.0,88.73,93.86
46.28,55.2,11.82,9.0,79.12,112.22
18.22,58.52,9.69,5.0,50.61,104.77
